symptom,duration,interpretation,risk_level,clinical_category,emergency_flag
Diarrhea,Chronic (>3 Months),Acute Condition Likely,Medium,General,Yes
Diarrhea,Chronic (>3 Months),Possible Infection,High,Respiratory,No
Diarrhea,Chronic (>3 Months),Monitor Symptoms,Critical,Cardiac,Yes
Diarrhea,Chronic (>3 Months),Requires Clinical Evaluation,Low,Neurological,No
Diarrhea,Chronic (>3 Months),Chronic Condition Suspected,Medium,Gi,Yes
Diarrhea,Chronic (>3 Months),Emergency Evaluation Needed,High,General,No
Diarrhea,Chronic (>3 Months),Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Diarrhea,Chronic (>3 Months),Underlying Disease Progression,Low,Cardiac,No
Fatigue,< 1 Day,Acute Condition Likely,Medium,Neurological,Yes
Fatigue,< 1 Day,Possible Infection,High,Gi,No
Fatigue,< 1 Day,Monitor Symptoms,Critical,General,Yes
Fatigue,< 1 Day,Requires Clinical Evaluation,Low,Respiratory,No
Fatigue,< 1 Day,Chronic Condition Suspected,Medium,Cardiac,Yes
Fatigue,< 1 Day,Emergency Evaluation Needed,High,Neurological,No
Fatigue,< 1 Day,Lifestyle-Related Issue Possible,Critical,Gi,Yes
Fatigue,< 1 Day,Underlying Disease Progression,Low,General,No
Fatigue,1-3 Days,Acute Condition Likely,Medium,Respiratory,Yes
Fatigue,1-3 Days,Possible Infection,High,Cardiac,No
Fatigue,1-3 Days,Monitor Symptoms,Critical,Neurological,Yes
Fatigue,1-3 Days,Requires Clinical Evaluation,Low,Gi,No
Fatigue,1-3 Days,Chronic Condition Suspected,Medium,General,Yes
Fatigue,1-3 Days,Emergency Evaluation Needed,High,Respiratory,No
Fatigue,1-3 Days,Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Fatigue,1-3 Days,Underlying Disease Progression,Low,Neurological,No
Fatigue,3-7 Days,Acute Condition Likely,Medium,Gi,Yes
Fatigue,3-7 Days,Possible Infection,High,General,No
Fatigue,3-7 Days,Monitor Symptoms,Critical,Respiratory,Yes
Fatigue,3-7 Days,Requires Clinical Evaluation,Low,Cardiac,No
Fatigue,3-7 Days,Chronic Condition Suspected,Medium,Neurological,Yes
Fatigue,3-7 Days,Emergency Evaluation Needed,High,Gi,No
Fatigue,3-7 Days,Lifestyle-Related Issue Possible,Critical,General,Yes
Fatigue,3-7 Days,Underlying Disease Progression,Low,Respiratory,No
Fatigue,1-2 Weeks,Acute Condition Likely,Medium,Cardiac,Yes
Fatigue,1-2 Weeks,Possible Infection,High,Neurological,No
Fatigue,1-2 Weeks,Monitor Symptoms,Critical,Gi,Yes
Fatigue,1-2 Weeks,Requires Clinical Evaluation,Low,General,No
Fatigue,1-2 Weeks,Chronic Condition Suspected,Medium,Respiratory,Yes
Fatigue,1-2 Weeks,Emergency Evaluation Needed,High,Cardiac,No
Fatigue,1-2 Weeks,Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Fatigue,1-2 Weeks,Underlying Disease Progression,Low,Gi,No
Fatigue,2-4 Weeks,Acute Condition Likely,Medium,General,Yes
Fatigue,2-4 Weeks,Possible Infection,High,Respiratory,No
Fatigue,2-4 Weeks,Monitor Symptoms,Critical,Cardiac,Yes
Fatigue,2-4 Weeks,Requires Clinical Evaluation,Low,Neurological,No
Fatigue,2-4 Weeks,Chronic Condition Suspected,Medium,Gi,Yes
Fatigue,2-4 Weeks,Emergency Evaluation Needed,High,General,No
Fatigue,2-4 Weeks,Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Fatigue,2-4 Weeks,Underlying Disease Progression,Low,Cardiac,No
Fatigue,1-3 Months,Acute Condition Likely,Medium,Neurological,Yes
Fatigue,1-3 Months,Possible Infection,High,Gi,No
Fatigue,1-3 Months,Monitor Symptoms,Critical,General,Yes
Fatigue,1-3 Months,Requires Clinical Evaluation,Low,Respiratory,No
Fatigue,1-3 Months,Chronic Condition Suspected,Medium,Cardiac,Yes
Fatigue,1-3 Months,Emergency Evaluation Needed,High,Neurological,No
Fatigue,1-3 Months,Lifestyle-Related Issue Possible,Critical,Gi,Yes
Fatigue,1-3 Months,Underlying Disease Progression,Low,General,No
Fatigue,Chronic (>3 Months),Acute Condition Likely,Medium,Respiratory,Yes
Fatigue,Chronic (>3 Months),Possible Infection,High,Cardiac,No
Fatigue,Chronic (>3 Months),Monitor Symptoms,Critical,Neurological,Yes
Fatigue,Chronic (>3 Months),Requires Clinical Evaluation,Low,Gi,No
Fatigue,Chronic (>3 Months),Chronic Condition Suspected,Medium,General,Yes
Fatigue,Chronic (>3 Months),Emergency Evaluation Needed,High,Respiratory,No
Fatigue,Chronic (>3 Months),Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Fatigue,Chronic (>3 Months),Underlying Disease Progression,Low,Neurological,No
Breathlessness,< 1 Day,Acute Condition Likely,Medium,Gi,Yes
Breathlessness,< 1 Day,Possible Infection,High,General,No
Breathlessness,< 1 Day,Monitor Symptoms,Critical,Respiratory,Yes
Breathlessness,< 1 Day,Requires Clinical Evaluation,Low,Cardiac,No
Breathlessness,< 1 Day,Chronic Condition Suspected,Medium,Neurological,Yes
Breathlessness,< 1 Day,Emergency Evaluation Needed,High,Gi,No
Breathlessness,< 1 Day,Lifestyle-Related Issue Possible,Critical,General,Yes
Breathlessness,< 1 Day,Underlying Disease Progression,Low,Respiratory,No
Breathlessness,1-3 Days,Acute Condition Likely,Medium,Cardiac,Yes
Breathlessness,1-3 Days,Possible Infection,High,Neurological,No
Breathlessness,1-3 Days,Monitor Symptoms,Critical,Gi,Yes
Breathlessness,1-3 Days,Requires Clinical Evaluation,Low,General,No
Breathlessness,1-3 Days,Chronic Condition Suspected,Medium,Respiratory,Yes
Breathlessness,1-3 Days,Emergency Evaluation Needed,High,Cardiac,No
Breathlessness,1-3 Days,Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Breathlessness,1-3 Days,Underlying Disease Progression,Low,Gi,No
Breathlessness,3-7 Days,Acute Condition Likely,Medium,General,Yes
Breathlessness,3-7 Days,Possible Infection,High,Respiratory,No
Breathlessness,3-7 Days,Monitor Symptoms,Critical,Cardiac,Yes
Breathlessness,3-7 Days,Requires Clinical Evaluation,Low,Neurological,No
Breathlessness,3-7 Days,Chronic Condition Suspected,Medium,Gi,Yes
Breathlessness,3-7 Days,Emergency Evaluation Needed,High,General,No
Breathlessness,3-7 Days,Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Breathlessness,3-7 Days,Underlying Disease Progression,Low,Cardiac,No
Breathlessness,1-2 Weeks,Acute Condition Likely,Medium,Neurological,Yes
Breathlessness,1-2 Weeks,Possible Infection,High,Gi,No
Breathlessness,1-2 Weeks,Monitor Symptoms,Critical,General,Yes
Breathlessness,1-2 Weeks,Requires Clinical Evaluation,Low,Respiratory,No
Breathlessness,1-2 Weeks,Chronic Condition Suspected,Medium,Cardiac,Yes
Breathlessness,1-2 Weeks,Emergency Evaluation Needed,High,Neurological,No
Breathlessness,1-2 Weeks,Lifestyle-Related Issue Possible,Critical,Gi,Yes
Breathlessness,1-2 Weeks,Underlying Disease Progression,Low,General,No
Breathlessness,2-4 Weeks,Acute Condition Likely,Medium,Respiratory,Yes
Breathlessness,2-4 Weeks,Possible Infection,High,Cardiac,No
Breathlessness,2-4 Weeks,Monitor Symptoms,Critical,Neurological,Yes
Breathlessness,2-4 Weeks,Requires Clinical Evaluation,Low,Gi,No
Breathlessness,2-4 Weeks,Chronic Condition Suspected,Medium,General,Yes
Breathlessness,2-4 Weeks,Emergency Evaluation Needed,High,Respiratory,No
Breathlessness,2-4 Weeks,Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Breathlessness,2-4 Weeks,Underlying Disease Progression,Low,Neurological,No
Breathlessness,1-3 Months,Acute Condition Likely,Medium,Gi,Yes
Breathlessness,1-3 Months,Possible Infection,High,General,No
Breathlessness,1-3 Months,Monitor Symptoms,Critical,Respiratory,Yes
Breathlessness,1-3 Months,Requires Clinical Evaluation,Low,Cardiac,No
Breathlessness,1-3 Months,Chronic Condition Suspected,Medium,Neurological,Yes
Breathlessness,1-3 Months,Emergency Evaluation Needed,High,Gi,No
Breathlessness,1-3 Months,Lifestyle-Related Issue Possible,Critical,General,Yes
Breathlessness,1-3 Months,Underlying Disease Progression,Low,Respiratory,No
Breathlessness,Chronic (>3 Months),Acute Condition Likely,Medium,Cardiac,Yes
Breathlessness,Chronic (>3 Months),Possible Infection,High,Neurological,No
Breathlessness,Chronic (>3 Months),Monitor Symptoms,Critical,Gi,Yes
Breathlessness,Chronic (>3 Months),Requires Clinical Evaluation,Low,General,No
Breathlessness,Chronic (>3 Months),Chronic Condition Suspected,Medium,Respiratory,Yes
Breathlessness,Chronic (>3 Months),Emergency Evaluation Needed,High,Cardiac,No
Breathlessness,Chronic (>3 Months),Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Breathlessness,Chronic (>3 Months),Underlying Disease Progression,Low,Gi,No
Joint Pain,< 1 Day,Acute Condition Likely,Medium,General,Yes
Joint Pain,< 1 Day,Possible Infection,High,Respiratory,No
Joint Pain,< 1 Day,Monitor Symptoms,Critical,Cardiac,Yes
Joint Pain,< 1 Day,Requires Clinical Evaluation,Low,Neurological,No
Joint Pain,< 1 Day,Chronic Condition Suspected,Medium,Gi,Yes
Joint Pain,< 1 Day,Emergency Evaluation Needed,High,General,No
Joint Pain,< 1 Day,Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Joint Pain,< 1 Day,Underlying Disease Progression,Low,Cardiac,No
Joint Pain,1-3 Days,Acute Condition Likely,Medium,Neurological,Yes
Joint Pain,1-3 Days,Possible Infection,High,Gi,No
Joint Pain,1-3 Days,Monitor Symptoms,Critical,General,Yes
Joint Pain,1-3 Days,Requires Clinical Evaluation,Low,Respiratory,No
Joint Pain,1-3 Days,Chronic Condition Suspected,Medium,Cardiac,Yes
Joint Pain,1-3 Days,Emergency Evaluation Needed,High,Neurological,No
Joint Pain,1-3 Days,Lifestyle-Related Issue Possible,Critical,Gi,Yes
Joint Pain,1-3 Days,Underlying Disease Progression,Low,General,No
Joint Pain,3-7 Days,Acute Condition Likely,Medium,Respiratory,Yes
Joint Pain,3-7 Days,Possible Infection,High,Cardiac,No
Joint Pain,3-7 Days,Monitor Symptoms,Critical,Neurological,Yes
Joint Pain,3-7 Days,Requires Clinical Evaluation,Low,Gi,No
Joint Pain,3-7 Days,Chronic Condition Suspected,Medium,General,Yes
Joint Pain,3-7 Days,Emergency Evaluation Needed,High,Respiratory,No
Joint Pain,3-7 Days,Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Joint Pain,3-7 Days,Underlying Disease Progression,Low,Neurological,No
Joint Pain,1-2 Weeks,Acute Condition Likely,Medium,Gi,Yes
Joint Pain,1-2 Weeks,Possible Infection,High,General,No
Joint Pain,1-2 Weeks,Monitor Symptoms,Critical,Respiratory,Yes
Joint Pain,1-2 Weeks,Requires Clinical Evaluation,Low,Cardiac,No
Joint Pain,1-2 Weeks,Chronic Condition Suspected,Medium,Neurological,Yes
Joint Pain,1-2 Weeks,Emergency Evaluation Needed,High,Gi,No
Joint Pain,1-2 Weeks,Lifestyle-Related Issue Possible,Critical,General,Yes
Joint Pain,1-2 Weeks,Underlying Disease Progression,Low,Respiratory,No
Joint Pain,2-4 Weeks,Acute Condition Likely,Medium,Cardiac,Yes
Joint Pain,2-4 Weeks,Possible Infection,High,Neurological,No
Joint Pain,2-4 Weeks,Monitor Symptoms,Critical,Gi,Yes
Joint Pain,2-4 Weeks,Requires Clinical Evaluation,Low,General,No
Joint Pain,2-4 Weeks,Chronic Condition Suspected,Medium,Respiratory,Yes
Joint Pain,2-4 Weeks,Emergency Evaluation Needed,High,Cardiac,No
Joint Pain,2-4 Weeks,Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Joint Pain,2-4 Weeks,Underlying Disease Progression,Low,Gi,No
Joint Pain,1-3 Months,Acute Condition Likely,Medium,General,Yes
Joint Pain,1-3 Months,Possible Infection,High,Respiratory,No
Joint Pain,1-3 Months,Monitor Symptoms,Critical,Cardiac,Yes
Joint Pain,1-3 Months,Requires Clinical Evaluation,Low,Neurological,No
Joint Pain,1-3 Months,Chronic Condition Suspected,Medium,Gi,Yes
Joint Pain,1-3 Months,Emergency Evaluation Needed,High,General,No
Joint Pain,1-3 Months,Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Joint Pain,1-3 Months,Underlying Disease Progression,Low,Cardiac,No
Joint Pain,Chronic (>3 Months),Acute Condition Likely,Medium,Neurological,Yes
Joint Pain,Chronic (>3 Months),Possible Infection,High,Gi,No
Joint Pain,Chronic (>3 Months),Monitor Symptoms,Critical,General,Yes
Joint Pain,Chronic (>3 Months),Requires Clinical Evaluation,Low,Respiratory,No
Joint Pain,Chronic (>3 Months),Chronic Condition Suspected,Medium,Cardiac,Yes
Joint Pain,Chronic (>3 Months),Emergency Evaluation Needed,High,Neurological,No
Joint Pain,Chronic (>3 Months),Lifestyle-Related Issue Possible,Critical,Gi,Yes
Joint Pain,Chronic (>3 Months),Underlying Disease Progression,Low,General,No
Back Pain,< 1 Day,Acute Condition Likely,Medium,Respiratory,Yes
Back Pain,< 1 Day,Possible Infection,High,Cardiac,No
Back Pain,< 1 Day,Monitor Symptoms,Critical,Neurological,Yes
Back Pain,< 1 Day,Requires Clinical Evaluation,Low,Gi,No
Back Pain,< 1 Day,Chronic Condition Suspected,Medium,General,Yes
Back Pain,< 1 Day,Emergency Evaluation Needed,High,Respiratory,No
Back Pain,< 1 Day,Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Back Pain,< 1 Day,Underlying Disease Progression,Low,Neurological,No
Back Pain,1-3 Days,Acute Condition Likely,Medium,Gi,Yes
Back Pain,1-3 Days,Possible Infection,High,General,No
Back Pain,1-3 Days,Monitor Symptoms,Critical,Respiratory,Yes
Back Pain,1-3 Days,Requires Clinical Evaluation,Low,Cardiac,No
Back Pain,1-3 Days,Chronic Condition Suspected,Medium,Neurological,Yes
Back Pain,1-3 Days,Emergency Evaluation Needed,High,Gi,No
Back Pain,1-3 Days,Lifestyle-Related Issue Possible,Critical,General,Yes
Back Pain,1-3 Days,Underlying Disease Progression,Low,Respiratory,No
Back Pain,3-7 Days,Acute Condition Likely,Medium,Cardiac,Yes
Back Pain,3-7 Days,Possible Infection,High,Neurological,No
Back Pain,3-7 Days,Monitor Symptoms,Critical,Gi,Yes
Back Pain,3-7 Days,Requires Clinical Evaluation,Low,General,No
Back Pain,3-7 Days,Chronic Condition Suspected,Medium,Respiratory,Yes
Back Pain,3-7 Days,Emergency Evaluation Needed,High,Cardiac,No
Back Pain,3-7 Days,Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Back Pain,3-7 Days,Underlying Disease Progression,Low,Gi,No
Back Pain,1-2 Weeks,Acute Condition Likely,Medium,General,Yes
Back Pain,1-2 Weeks,Possible Infection,High,Respiratory,No
Back Pain,1-2 Weeks,Monitor Symptoms,Critical,Cardiac,Yes
Back Pain,1-2 Weeks,Requires Clinical Evaluation,Low,Neurological,No
Back Pain,1-2 Weeks,Chronic Condition Suspected,Medium,Gi,Yes
Back Pain,1-2 Weeks,Emergency Evaluation Needed,High,General,No
Back Pain,1-2 Weeks,Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Back Pain,1-2 Weeks,Underlying Disease Progression,Low,Cardiac,No
Back Pain,2-4 Weeks,Acute Condition Likely,Medium,Neurological,Yes
Back Pain,2-4 Weeks,Possible Infection,High,Gi,No
Back Pain,2-4 Weeks,Monitor Symptoms,Critical,General,Yes
Back Pain,2-4 Weeks,Requires Clinical Evaluation,Low,Respiratory,No
Back Pain,2-4 Weeks,Chronic Condition Suspected,Medium,Cardiac,Yes
Back Pain,2-4 Weeks,Emergency Evaluation Needed,High,Neurological,No
Back Pain,2-4 Weeks,Lifestyle-Related Issue Possible,Critical,Gi,Yes
Back Pain,2-4 Weeks,Underlying Disease Progression,Low,General,No
Back Pain,1-3 Months,Acute Condition Likely,Medium,Respiratory,Yes
Back Pain,1-3 Months,Possible Infection,High,Cardiac,No
Back Pain,1-3 Months,Monitor Symptoms,Critical,Neurological,Yes
Back Pain,1-3 Months,Requires Clinical Evaluation,Low,Gi,No
Back Pain,1-3 Months,Chronic Condition Suspected,Medium,General,Yes
Back Pain,1-3 Months,Emergency Evaluation Needed,High,Respiratory,No
Back Pain,1-3 Months,Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Back Pain,1-3 Months,Underlying Disease Progression,Low,Neurological,No
Back Pain,Chronic (>3 Months),Acute Condition Likely,Medium,Gi,Yes
Back Pain,Chronic (>3 Months),Possible Infection,High,General,No
Back Pain,Chronic (>3 Months),Monitor Symptoms,Critical,Respiratory,Yes
Back Pain,Chronic (>3 Months),Requires Clinical Evaluation,Low,Cardiac,No
Back Pain,Chronic (>3 Months),Chronic Condition Suspected,Medium,Neurological,Yes
Back Pain,Chronic (>3 Months),Emergency Evaluation Needed,High,Gi,No
Back Pain,Chronic (>3 Months),Lifestyle-Related Issue Possible,Critical,General,Yes
Back Pain,Chronic (>3 Months),Underlying Disease Progression,Low,Respiratory,No
Dizziness,< 1 Day,Acute Condition Likely,Medium,Cardiac,Yes
Dizziness,< 1 Day,Possible Infection,High,Neurological,No
Dizziness,< 1 Day,Monitor Symptoms,Critical,Gi,Yes
Dizziness,< 1 Day,Requires Clinical Evaluation,Low,General,No
Dizziness,< 1 Day,Chronic Condition Suspected,Medium,Respiratory,Yes
Dizziness,< 1 Day,Emergency Evaluation Needed,High,Cardiac,No
Dizziness,< 1 Day,Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Dizziness,< 1 Day,Underlying Disease Progression,Low,Gi,No
Dizziness,1-3 Days,Acute Condition Likely,Medium,General,Yes
Dizziness,1-3 Days,Possible Infection,High,Respiratory,No
Dizziness,1-3 Days,Monitor Symptoms,Critical,Cardiac,Yes
Dizziness,1-3 Days,Requires Clinical Evaluation,Low,Neurological,No
Dizziness,1-3 Days,Chronic Condition Suspected,Medium,Gi,Yes
Dizziness,1-3 Days,Emergency Evaluation Needed,High,General,No
Dizziness,1-3 Days,Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Dizziness,1-3 Days,Underlying Disease Progression,Low,Cardiac,No
Dizziness,3-7 Days,Acute Condition Likely,Medium,Neurological,Yes
Dizziness,3-7 Days,Possible Infection,High,Gi,No
Dizziness,3-7 Days,Monitor Symptoms,Critical,General,Yes
Dizziness,3-7 Days,Requires Clinical Evaluation,Low,Respiratory,No
Dizziness,3-7 Days,Chronic Condition Suspected,Medium,Cardiac,Yes
Dizziness,3-7 Days,Emergency Evaluation Needed,High,Neurological,No
Dizziness,3-7 Days,Lifestyle-Related Issue Possible,Critical,Gi,Yes
Dizziness,3-7 Days,Underlying Disease Progression,Low,General,No
Dizziness,1-2 Weeks,Acute Condition Likely,Medium,Respiratory,Yes
Dizziness,1-2 Weeks,Possible Infection,High,Cardiac,No
Dizziness,1-2 Weeks,Monitor Symptoms,Critical,Neurological,Yes
Dizziness,1-2 Weeks,Requires Clinical Evaluation,Low,Gi,No
Dizziness,1-2 Weeks,Chronic Condition Suspected,Medium,General,Yes
Dizziness,1-2 Weeks,Emergency Evaluation Needed,High,Respiratory,No
Dizziness,1-2 Weeks,Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Dizziness,1-2 Weeks,Underlying Disease Progression,Low,Neurological,No
Dizziness,2-4 Weeks,Acute Condition Likely,Medium,Gi,Yes
Dizziness,2-4 Weeks,Possible Infection,High,General,No
Dizziness,2-4 Weeks,Monitor Symptoms,Critical,Respiratory,Yes
Dizziness,2-4 Weeks,Requires Clinical Evaluation,Low,Cardiac,No
Dizziness,2-4 Weeks,Chronic Condition Suspected,Medium,Neurological,Yes
Dizziness,2-4 Weeks,Emergency Evaluation Needed,High,Gi,No
Dizziness,2-4 Weeks,Lifestyle-Related Issue Possible,Critical,General,Yes
Dizziness,2-4 Weeks,Underlying Disease Progression,Low,Respiratory,No
Dizziness,1-3 Months,Acute Condition Likely,Medium,Cardiac,Yes
Dizziness,1-3 Months,Possible Infection,High,Neurological,No
Dizziness,1-3 Months,Monitor Symptoms,Critical,Gi,Yes
Dizziness,1-3 Months,Requires Clinical Evaluation,Low,General,No
Dizziness,1-3 Months,Chronic Condition Suspected,Medium,Respiratory,Yes
Dizziness,1-3 Months,Emergency Evaluation Needed,High,Cardiac,No
Dizziness,1-3 Months,Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Dizziness,1-3 Months,Underlying Disease Progression,Low,Gi,No
Dizziness,Chronic (>3 Months),Acute Condition Likely,Medium,General,Yes
Dizziness,Chronic (>3 Months),Possible Infection,High,Respiratory,No
Dizziness,Chronic (>3 Months),Monitor Symptoms,Critical,Cardiac,Yes
Dizziness,Chronic (>3 Months),Requires Clinical Evaluation,Low,Neurological,No
Dizziness,Chronic (>3 Months),Chronic Condition Suspected,Medium,Gi,Yes
Dizziness,Chronic (>3 Months),Emergency Evaluation Needed,High,General,No
Dizziness,Chronic (>3 Months),Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Dizziness,Chronic (>3 Months),Underlying Disease Progression,Low,Cardiac,No
Palpitations,< 1 Day,Acute Condition Likely,Medium,Neurological,Yes
Palpitations,< 1 Day,Possible Infection,High,Gi,No
Palpitations,< 1 Day,Monitor Symptoms,Critical,General,Yes
Palpitations,< 1 Day,Requires Clinical Evaluation,Low,Respiratory,No
Palpitations,< 1 Day,Chronic Condition Suspected,Medium,Cardiac,Yes
Palpitations,< 1 Day,Emergency Evaluation Needed,High,Neurological,No
Palpitations,< 1 Day,Lifestyle-Related Issue Possible,Critical,Gi,Yes
Palpitations,< 1 Day,Underlying Disease Progression,Low,General,No
Palpitations,1-3 Days,Acute Condition Likely,Medium,Respiratory,Yes
Palpitations,1-3 Days,Possible Infection,High,Cardiac,No
Palpitations,1-3 Days,Monitor Symptoms,Critical,Neurological,Yes
Palpitations,1-3 Days,Requires Clinical Evaluation,Low,Gi,No
Palpitations,1-3 Days,Chronic Condition Suspected,Medium,General,Yes
Palpitations,1-3 Days,Emergency Evaluation Needed,High,Respiratory,No
Palpitations,1-3 Days,Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Palpitations,1-3 Days,Underlying Disease Progression,Low,Neurological,No
Palpitations,3-7 Days,Acute Condition Likely,Medium,Gi,Yes
Palpitations,3-7 Days,Possible Infection,High,General,No
Palpitations,3-7 Days,Monitor Symptoms,Critical,Respiratory,Yes
Palpitations,3-7 Days,Requires Clinical Evaluation,Low,Cardiac,No
Palpitations,3-7 Days,Chronic Condition Suspected,Medium,Neurological,Yes
Palpitations,3-7 Days,Emergency Evaluation Needed,High,Gi,No
Palpitations,3-7 Days,Lifestyle-Related Issue Possible,Critical,General,Yes
Palpitations,3-7 Days,Underlying Disease Progression,Low,Respiratory,No
Palpitations,1-2 Weeks,Acute Condition Likely,Medium,Cardiac,Yes
Palpitations,1-2 Weeks,Possible Infection,High,Neurological,No
Palpitations,1-2 Weeks,Monitor Symptoms,Critical,Gi,Yes
Palpitations,1-2 Weeks,Requires Clinical Evaluation,Low,General,No
Palpitations,1-2 Weeks,Chronic Condition Suspected,Medium,Respiratory,Yes
Palpitations,1-2 Weeks,Emergency Evaluation Needed,High,Cardiac,No
Palpitations,1-2 Weeks,Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Palpitations,1-2 Weeks,Underlying Disease Progression,Low,Gi,No
Palpitations,2-4 Weeks,Acute Condition Likely,Medium,General,Yes
Palpitations,2-4 Weeks,Possible Infection,High,Respiratory,No
Palpitations,2-4 Weeks,Monitor Symptoms,Critical,Cardiac,Yes
Palpitations,2-4 Weeks,Requires Clinical Evaluation,Low,Neurological,No
Palpitations,2-4 Weeks,Chronic Condition Suspected,Medium,Gi,Yes
Palpitations,2-4 Weeks,Emergency Evaluation Needed,High,General,No
Palpitations,2-4 Weeks,Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Palpitations,2-4 Weeks,Underlying Disease Progression,Low,Cardiac,No
Palpitations,1-3 Months,Acute Condition Likely,Medium,Neurological,Yes
Palpitations,1-3 Months,Possible Infection,High,Gi,No
Palpitations,1-3 Months,Monitor Symptoms,Critical,General,Yes
Palpitations,1-3 Months,Requires Clinical Evaluation,Low,Respiratory,No
Palpitations,1-3 Months,Chronic Condition Suspected,Medium,Cardiac,Yes
Palpitations,1-3 Months,Emergency Evaluation Needed,High,Neurological,No
Palpitations,1-3 Months,Lifestyle-Related Issue Possible,Critical,Gi,Yes
Palpitations,1-3 Months,Underlying Disease Progression,Low,General,No
Palpitations,Chronic (>3 Months),Acute Condition Likely,Medium,Respiratory,Yes
Palpitations,Chronic (>3 Months),Possible Infection,High,Cardiac,No
Palpitations,Chronic (>3 Months),Monitor Symptoms,Critical,Neurological,Yes
Palpitations,Chronic (>3 Months),Requires Clinical Evaluation,Low,Gi,No
Palpitations,Chronic (>3 Months),Chronic Condition Suspected,Medium,General,Yes
Palpitations,Chronic (>3 Months),Emergency Evaluation Needed,High,Respiratory,No
Palpitations,Chronic (>3 Months),Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Palpitations,Chronic (>3 Months),Underlying Disease Progression,Low,Neurological,No
Rash,< 1 Day,Acute Condition Likely,Medium,Gi,Yes
Rash,< 1 Day,Possible Infection,High,General,No
Rash,< 1 Day,Monitor Symptoms,Critical,Respiratory,Yes
Rash,< 1 Day,Requires Clinical Evaluation,Low,Cardiac,No
Rash,< 1 Day,Chronic Condition Suspected,Medium,Neurological,Yes
Rash,< 1 Day,Emergency Evaluation Needed,High,Gi,No
Rash,< 1 Day,Lifestyle-Related Issue Possible,Critical,General,Yes
Rash,< 1 Day,Underlying Disease Progression,Low,Respiratory,No
Rash,1-3 Days,Acute Condition Likely,Medium,Cardiac,Yes
Rash,1-3 Days,Possible Infection,High,Neurological,No
Rash,1-3 Days,Monitor Symptoms,Critical,Gi,Yes
Rash,1-3 Days,Requires Clinical Evaluation,Low,General,No
Rash,1-3 Days,Chronic Condition Suspected,Medium,Respiratory,Yes
Rash,1-3 Days,Emergency Evaluation Needed,High,Cardiac,No
Rash,1-3 Days,Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Rash,1-3 Days,Underlying Disease Progression,Low,Gi,No
Rash,3-7 Days,Acute Condition Likely,Medium,General,Yes
Rash,3-7 Days,Possible Infection,High,Respiratory,No
Rash,3-7 Days,Monitor Symptoms,Critical,Cardiac,Yes
Rash,3-7 Days,Requires Clinical Evaluation,Low,Neurological,No
Rash,3-7 Days,Chronic Condition Suspected,Medium,Gi,Yes
Rash,3-7 Days,Emergency Evaluation Needed,High,General,No
Rash,3-7 Days,Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Rash,3-7 Days,Underlying Disease Progression,Low,Cardiac,No
Rash,1-2 Weeks,Acute Condition Likely,Medium,Neurological,Yes
Rash,1-2 Weeks,Possible Infection,High,Gi,No
Rash,1-2 Weeks,Monitor Symptoms,Critical,General,Yes
Rash,1-2 Weeks,Requires Clinical Evaluation,Low,Respiratory,No
Rash,1-2 Weeks,Chronic Condition Suspected,Medium,Cardiac,Yes
Rash,1-2 Weeks,Emergency Evaluation Needed,High,Neurological,No
Rash,1-2 Weeks,Lifestyle-Related Issue Possible,Critical,Gi,Yes
Rash,1-2 Weeks,Underlying Disease Progression,Low,General,No
Rash,2-4 Weeks,Acute Condition Likely,Medium,Respiratory,Yes
Rash,2-4 Weeks,Possible Infection,High,Cardiac,No
Rash,2-4 Weeks,Monitor Symptoms,Critical,Neurological,Yes
Rash,2-4 Weeks,Requires Clinical Evaluation,Low,Gi,No
Rash,2-4 Weeks,Chronic Condition Suspected,Medium,General,Yes
