disease,description,cause,category,severity,disease_progression,common_complications,prevalence,primary_management
Chronic Hematologic Failure 482,Chronic Hematologic Failure 482 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Secondary Infection,2,1
Autoimmune Hematologic Failure 483,Autoimmune Hematologic Failure 483 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,1,0
Idiopathic Hematologic Failure 484,Idiopathic Hematologic Failure 484 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Metabolic Imbalance,0,3
Primary Hematologic Failure 485,Primary Hematologic Failure 485 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Neurological Complications,2,2
Secondary Hematologic Failure 486,Secondary Hematologic Failure 486 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Organ Dysfunction,1,1
Progressive Hematologic Failure 487,Progressive Hematologic Failure 487 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Secondary Infection,0,0
Congenital Hematologic Failure 488,Congenital Hematologic Failure 488 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Inflammation Complications,2,3
Inflammatory Hematologic Failure 489,Inflammatory Hematologic Failure 489 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Metabolic Imbalance,1,2
Metabolic Hematologic Failure 490,Metabolic Hematologic Failure 490 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Neurological Complications,0,1
Acute Musculoskeletal Failure 491,Acute Musculoskeletal Failure 491 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,2,0
Chronic Musculoskeletal Failure 492,Chronic Musculoskeletal Failure 492 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Secondary Infection,1,3
Autoimmune Musculoskeletal Failure 493,Autoimmune Musculoskeletal Failure 493 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Inflammation Complications,0,2
Idiopathic Musculoskeletal Failure 494,Idiopathic Musculoskeletal Failure 494 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,2,1
Primary Musculoskeletal Failure 495,Primary Musculoskeletal Failure 495 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,1,0
Secondary Musculoskeletal Failure 496,Secondary Musculoskeletal Failure 496 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Organ Dysfunction,0,3
Progressive Musculoskeletal Failure 497,Progressive Musculoskeletal Failure 497 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Secondary Infection,2,2
Congenital Musculoskeletal Failure 498,Congenital Musculoskeletal Failure 498 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Inflammation Complications,1,1
Inflammatory Musculoskeletal Failure 499,Inflammatory Musculoskeletal Failure 499 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,0,0
Metabolic Musculoskeletal Failure 500,Metabolic Musculoskeletal Failure 500 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Neurological Complications,2,3
Acute Respiratory Infection 501,Acute Respiratory Infection 501 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Organ Dysfunction,1,2
Chronic Respiratory Infection 502,Chronic Respiratory Infection 502 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Secondary Infection,0,1
Autoimmune Respiratory Infection 503,Autoimmune Respiratory Infection 503 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,2,0
Idiopathic Respiratory Infection 504,Idiopathic Respiratory Infection 504 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Metabolic Imbalance,1,3
Primary Respiratory Infection 505,Primary Respiratory Infection 505 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Neurological Complications,0,2
Secondary Respiratory Infection 506,Secondary Respiratory Infection 506 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Organ Dysfunction,2,1
Progressive Respiratory Infection 507,Progressive Respiratory Infection 507 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Secondary Infection,1,0
Congenital Respiratory Infection 508,Congenital Respiratory Infection 508 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Inflammation Complications,0,3
Inflammatory Respiratory Infection 509,Inflammatory Respiratory Infection 509 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Metabolic Imbalance,2,2
Metabolic Respiratory Infection 510,Metabolic Respiratory Infection 510 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Neurological Complications,1,1
Acute Cardiac Infection 511,Acute Cardiac Infection 511 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,0,0
Chronic Cardiac Infection 512,Chronic Cardiac Infection 512 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Secondary Infection,2,3
Autoimmune Cardiac Infection 513,Autoimmune Cardiac Infection 513 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Inflammation Complications,1,2
Idiopathic Cardiac Infection 514,Idiopathic Cardiac Infection 514 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,0,1
Primary Cardiac Infection 515,Primary Cardiac Infection 515 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,2,0
Secondary Cardiac Infection 516,Secondary Cardiac Infection 516 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Organ Dysfunction,1,3
Progressive Cardiac Infection 517,Progressive Cardiac Infection 517 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Secondary Infection,0,2
Congenital Cardiac Infection 518,Congenital Cardiac Infection 518 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Inflammation Complications,2,1
Inflammatory Cardiac Infection 519,Inflammatory Cardiac Infection 519 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,1,0
Metabolic Cardiac Infection 520,Metabolic Cardiac Infection 520 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Neurological Complications,0,3
Acute Neurological Infection 521,Acute Neurological Infection 521 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Organ Dysfunction,2,2
Chronic Neurological Infection 522,Chronic Neurological Infection 522 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Secondary Infection,1,1
Autoimmune Neurological Infection 523,Autoimmune Neurological Infection 523 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,0,0
Idiopathic Neurological Infection 524,Idiopathic Neurological Infection 524 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Metabolic Imbalance,2,3
Primary Neurological Infection 525,Primary Neurological Infection 525 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Neurological Complications,1,2
Secondary Neurological Infection 526,Secondary Neurological Infection 526 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Organ Dysfunction,0,1
Progressive Neurological Infection 527,Progressive Neurological Infection 527 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Secondary Infection,2,0
Congenital Neurological Infection 528,Congenital Neurological Infection 528 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Inflammation Complications,1,3
Inflammatory Neurological Infection 529,Inflammatory Neurological Infection 529 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Metabolic Imbalance,0,2
Metabolic Neurological Infection 530,Metabolic Neurological Infection 530 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Neurological Complications,2,1
Acute Renal Infection 531,Acute Renal Infection 531 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,1,0
Chronic Renal Infection 532,Chronic Renal Infection 532 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Secondary Infection,0,3
Autoimmune Renal Infection 533,Autoimmune Renal Infection 533 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Inflammation Complications,2,2
Idiopathic Renal Infection 534,Idiopathic Renal Infection 534 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,1,1
Primary Renal Infection 535,Primary Renal Infection 535 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,0,0
Secondary Renal Infection 536,Secondary Renal Infection 536 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Organ Dysfunction,2,3
Progressive Renal Infection 537,Progressive Renal Infection 537 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Secondary Infection,1,2
Congenital Renal Infection 538,Congenital Renal Infection 538 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Inflammation Complications,0,1
Inflammatory Renal Infection 539,Inflammatory Renal Infection 539 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,2,0
Metabolic Renal Infection 540,Metabolic Renal Infection 540 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Neurological Complications,1,3
Acute Hepatic Infection 541,Acute Hepatic Infection 541 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Organ Dysfunction,0,2
Chronic Hepatic Infection 542,Chronic Hepatic Infection 542 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Secondary Infection,2,1
Autoimmune Hepatic Infection 543,Autoimmune Hepatic Infection 543 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,1,0
Idiopathic Hepatic Infection 544,Idiopathic Hepatic Infection 544 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Metabolic Imbalance,0,3
Primary Hepatic Infection 545,Primary Hepatic Infection 545 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Neurological Complications,2,2
Secondary Hepatic Infection 546,Secondary Hepatic Infection 546 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Organ Dysfunction,1,1
Progressive Hepatic Infection 547,Progressive Hepatic Infection 547 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Secondary Infection,0,0
Congenital Hepatic Infection 548,Congenital Hepatic Infection 548 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Inflammation Complications,2,3
Inflammatory Hepatic Infection 549,Inflammatory Hepatic Infection 549 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Metabolic Imbalance,1,2
Metabolic Hepatic Infection 550,Metabolic Hepatic Infection 550 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Neurological Complications,0,1
Acute Endocrine Infection 551,Acute Endocrine Infection 551 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,2,0
Chronic Endocrine Infection 552,Chronic Endocrine Infection 552 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Secondary Infection,1,3
Autoimmune Endocrine Infection 553,Autoimmune Endocrine Infection 553 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Inflammation Complications,0,2
Idiopathic Endocrine Infection 554,Idiopathic Endocrine Infection 554 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,2,1
Primary Endocrine Infection 555,Primary Endocrine Infection 555 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,1,0
Secondary Endocrine Infection 556,Secondary Endocrine Infection 556 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Organ Dysfunction,0,3
Progressive Endocrine Infection 557,Progressive Endocrine Infection 557 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Secondary Infection,2,2
Congenital Endocrine Infection 558,Congenital Endocrine Infection 558 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Inflammation Complications,1,1
Inflammatory Endocrine Infection 559,Inflammatory Endocrine Infection 559 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,0,0
Metabolic Endocrine Infection 560,Metabolic Endocrine Infection 560 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Neurological Complications,2,3
Acute Gastro Infection 561,Acute Gastro Infection 561 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Organ Dysfunction,1,2
Chronic Gastro Infection 562,Chronic Gastro Infection 562 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Secondary Infection,0,1
Autoimmune Gastro Infection 563,Autoimmune Gastro Infection 563 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,2,0
Idiopathic Gastro Infection 564,Idiopathic Gastro Infection 564 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Metabolic Imbalance,1,3
Primary Gastro Infection 565,Primary Gastro Infection 565 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Neurological Complications,0,2
Secondary Gastro Infection 566,Secondary Gastro Infection 566 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Organ Dysfunction,2,1
Progressive Gastro Infection 567,Progressive Gastro Infection 567 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Secondary Infection,1,0
Congenital Gastro Infection 568,Congenital Gastro Infection 568 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Inflammation Complications,0,3
Inflammatory Gastro Infection 569,Inflammatory Gastro Infection 569 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Metabolic Imbalance,2,2
Metabolic Gastro Infection 570,Metabolic Gastro Infection 570 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Neurological Complications,1,1
Acute Dermatologic Infection 571,Acute Dermatologic Infection 571 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,0,0
Chronic Dermatologic Infection 572,Chronic Dermatologic Infection 572 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Secondary Infection,2,3
Autoimmune Dermatologic Infection 573,Autoimmune Dermatologic Infection 573 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Inflammation Complications,1,2
Idiopathic Dermatologic Infection 574,Idiopathic Dermatologic Infection 574 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,0,1
Primary Dermatologic Infection 575,Primary Dermatologic Infection 575 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,2,0
Secondary Dermatologic Infection 576,Secondary Dermatologic Infection 576 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Organ Dysfunction,1,3
Progressive Dermatologic Infection 577,Progressive Dermatologic Infection 577 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Secondary Infection,0,2
Congenital Dermatologic Infection 578,Congenital Dermatologic Infection 578 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Inflammation Complications,2,1
Inflammatory Dermatologic Infection 579,Inflammatory Dermatologic Infection 579 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,1,0
Metabolic Dermatologic Infection 580,Metabolic Dermatologic Infection 580 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Neurological Complications,0,3
Acute Hematologic Infection 581,Acute Hematologic Infection 581 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Organ Dysfunction,2,2
Chronic Hematologic Infection 582,Chronic Hematologic Infection 582 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Secondary Infection,1,1
Autoimmune Hematologic Infection 583,Autoimmune Hematologic Infection 583 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,0,0
Idiopathic Hematologic Infection 584,Idiopathic Hematologic Infection 584 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Metabolic Imbalance,2,3
Primary Hematologic Infection 585,Primary Hematologic Infection 585 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Neurological Complications,1,2
Secondary Hematologic Infection 586,Secondary Hematologic Infection 586 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Organ Dysfunction,0,1
Progressive Hematologic Infection 587,Progressive Hematologic Infection 587 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Secondary Infection,2,0
Congenital Hematologic Infection 588,Congenital Hematologic Infection 588 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Inflammation Complications,1,3
Inflammatory Hematologic Infection 589,Inflammatory Hematologic Infection 589 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Metabolic Imbalance,0,2
Metabolic Hematologic Infection 590,Metabolic Hematologic Infection 590 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Neurological Complications,2,1
Acute Musculoskeletal Infection 591,Acute Musculoskeletal Infection 591 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,1,0
Chronic Musculoskeletal Infection 592,Chronic Musculoskeletal Infection 592 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Secondary Infection,0,3
Autoimmune Musculoskeletal Infection 593,Autoimmune Musculoskeletal Infection 593 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Inflammation Complications,2,2
Idiopathic Musculoskeletal Infection 594,Idiopathic Musculoskeletal Infection 594 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,1,1
Primary Musculoskeletal Infection 595,Primary Musculoskeletal Infection 595 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,0,0
Secondary Musculoskeletal Infection 596,Secondary Musculoskeletal Infection 596 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Organ Dysfunction,2,3
Progressive Musculoskeletal Infection 597,Progressive Musculoskeletal Infection 597 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Secondary Infection,1,2
Congenital Musculoskeletal Infection 598,Congenital Musculoskeletal Infection 598 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Inflammation Complications,0,1
Inflammatory Musculoskeletal Infection 599,Inflammatory Musculoskeletal Infection 599 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,2,0
Metabolic Musculoskeletal Infection 600,Metabolic Musculoskeletal Infection 600 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Neurological Complications,1,3
Acute Respiratory Deficiency 601,Acute Respiratory Deficiency 601 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Organ Dysfunction,0,2
Chronic Respiratory Deficiency 602,Chronic Respiratory Deficiency 602 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Secondary Infection,2,1
Autoimmune Respiratory Deficiency 603,Autoimmune Respiratory Deficiency 603 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,1,0
Idiopathic Respiratory Deficiency 604,Idiopathic Respiratory Deficiency 604 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Metabolic Imbalance,0,3
Primary Respiratory Deficiency 605,Primary Respiratory Deficiency 605 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Neurological Complications,2,2
Secondary Respiratory Deficiency 606,Secondary Respiratory Deficiency 606 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Organ Dysfunction,1,1
Progressive Respiratory Deficiency 607,Progressive Respiratory Deficiency 607 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Secondary Infection,0,0
Congenital Respiratory Deficiency 608,Congenital Respiratory Deficiency 608 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Inflammation Complications,2,3
Inflammatory Respiratory Deficiency 609,Inflammatory Respiratory Deficiency 609 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Metabolic Imbalance,1,2
Metabolic Respiratory Deficiency 610,Metabolic Respiratory Deficiency 610 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Neurological Complications,0,1
Acute Cardiac Deficiency 611,Acute Cardiac Deficiency 611 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,2,0
Chronic Cardiac Deficiency 612,Chronic Cardiac Deficiency 612 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Secondary Infection,1,3
Autoimmune Cardiac Deficiency 613,Autoimmune Cardiac Deficiency 613 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Inflammation Complications,0,2
Idiopathic Cardiac Deficiency 614,Idiopathic Cardiac Deficiency 614 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,2,1
Primary Cardiac Deficiency 615,Primary Cardiac Deficiency 615 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,1,0
Secondary Cardiac Deficiency 616,Secondary Cardiac Deficiency 616 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Organ Dysfunction,0,3
Progressive Cardiac Deficiency 617,Progressive Cardiac Deficiency 617 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Secondary Infection,2,2
Congenital Cardiac Deficiency 618,Congenital Cardiac Deficiency 618 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Inflammation Complications,1,1
Inflammatory Cardiac Deficiency 619,Inflammatory Cardiac Deficiency 619 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,0,0
Metabolic Cardiac Deficiency 620,Metabolic Cardiac Deficiency 620 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Neurological Complications,2,3
Acute Neurological Deficiency 621,Acute Neurological Deficiency 621 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Organ Dysfunction,1,2
Chronic Neurological Deficiency 622,Chronic Neurological Deficiency 622 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Secondary Infection,0,1
