drug,disease,dosage,side_effects,contraindications,drug_category,general_precaution,administration_route,population_group,risk_level,disclaimer,temporal_severity_score
109,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
307,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
158,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
207,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
409,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
459,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
358,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
60,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
11,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
256,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
104,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
302,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
153,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
202,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
404,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
454,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
353,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
55,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
6,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
251,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
143,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
341,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
192,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
241,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
443,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
493,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
392,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
94,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
45,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
290,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
134,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
332,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
183,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
232,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
434,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
484,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
383,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
85,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
36,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
281,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
129,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
327,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
178,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
227,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
429,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
479,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
378,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
80,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
31,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
276,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
114,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
312,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
163,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
212,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
414,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
464,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
363,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
65,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
16,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
261,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
124,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
322,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
173,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
222,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
424,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
474,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
373,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
75,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
26,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
271,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
139,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
337,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
188,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
237,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
439,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
489,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
388,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
90,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
41,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
286,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
149,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
347,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
198,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
247,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
449,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
499,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
398,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
100,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
51,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
296,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
120,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
318,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
169,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
218,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
420,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
470,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
369,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
71,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
22,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
267,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
110,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
308,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
159,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
208,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
410,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
460,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
359,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
61,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
12,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
257,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
105,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
303,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
154,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
203,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
405,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
455,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
354,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
56,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
7,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
252,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
144,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
342,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
193,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
242,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
444,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
494,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
393,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
95,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
46,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
291,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
135,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
333,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
184,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
233,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
435,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
485,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
384,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
86,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
37,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
282,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
130,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
328,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
179,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
228,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
430,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
480,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
379,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
81,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
32,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
277,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
115,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
313,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
164,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
213,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
415,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
465,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
364,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
66,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
17,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
262,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
125,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
323,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
174,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
223,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
425,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
475,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
374,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
76,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
27,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
272,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
400,Fever,10,Nausea,Severe Liver Disease,0,8,1,1,1,1,1.0
297,Pain,7,Gi Upset,Peptic Ulcer,8,1,1,0,2,2,1.0
1,Bacterial Infection,10,Rash,Penicillin Allergy,1,9,1,2,3,2,1.0
349,Type 2 Diabetes,10,Diarrhea,Renal Failure,2,3,1,1,4,2,1.0
0,Hypertension,8,Edema,Severe Hypotension,3,2,1,0,1,2,1.0
450,Asthma,3,Tremor,Arrhythmia,5,7,0,2,2,0,1.0
399,Gerd,4,Headache,Hypersensitivity,9,6,1,1,3,1,1.0
348,Hypertension,9,Dizziness,Pregnancy,4,4,1,0,4,2,1.0
298,Diabetes,0,Hypoglycemia,Dose Errors,7,5,2,2,1,0,1.0
2,Respiratory Infection,10,Nausea,Qt Prolongation,1,0,1,1,2,2,1.0
145,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
343,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
194,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
243,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
445,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
495,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
394,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
96,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
47,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
292,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
116,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
314,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
165,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
214,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
416,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
466,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
365,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
67,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
18,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
263,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
106,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
304,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
155,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
204,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
406,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
456,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
355,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
57,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
8,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
253,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
101,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
299,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
150,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
199,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
401,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
451,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
350,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
52,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
3,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
248,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
140,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
338,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
189,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
238,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
440,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
490,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
389,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
91,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
42,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
287,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
131,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
329,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
180,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
229,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
431,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
481,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
380,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
82,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
33,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
278,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
126,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
324,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
175,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
224,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
426,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
476,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
375,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
77,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
28,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
273,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
111,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
309,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
160,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
209,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
411,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
461,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
360,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
62,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
13,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
258,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
121,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
319,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
170,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
219,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
421,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
471,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
370,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
72,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
23,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
268,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
136,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
334,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
185,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
234,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
436,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
486,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
385,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
87,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
38,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
283,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
146,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
344,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
195,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
244,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
446,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
496,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
395,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
97,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
48,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
293,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
117,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
315,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
166,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
215,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
417,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
467,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
366,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
68,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
19,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
264,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
107,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
305,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
156,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
205,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
407,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
457,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
356,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
58,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
9,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
254,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
102,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
300,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
151,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
200,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
402,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
452,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
351,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
53,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
4,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
249,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
141,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
339,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
190,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
239,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
441,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
491,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
390,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
92,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
43,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
288,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
132,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
330,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
