disease,category,severity,text_chunk,chunk_length
Metabolic Gastro Disorder 170,Cardiovascular,Moderate,"Disease: Metabolic Gastro Disorder 170
Description: Metabolic Gastro Disorder 170 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Neurological complications
Clinical Management: ",367
Acute Dermatologic Disorder 171,Neurology,High,"Disease: Acute Dermatologic Disorder 171
Description: Acute Dermatologic Disorder 171 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Organ dysfunction
Clinical Management: ",359
Chronic Dermatologic Disorder 172,Endocrine,Critical,"Disease: Chronic Dermatologic Disorder 172
Description: Chronic Dermatologic Disorder 172 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Secondary infection
Clinical Management: ",354
Autoimmune Dermatologic Disorder 173,Respiratory,Low,"Disease: Autoimmune Dermatologic Disorder 173
Description: Autoimmune Dermatologic Disorder 173 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Inflammation complications
Clinical Management: ",367
Idiopathic Dermatologic Disorder 174,GI,Moderate,"Disease: Idiopathic Dermatologic Disorder 174
Description: Idiopathic Dermatologic Disorder 174 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Metabolic imbalance
Clinical Management: ",360
Primary Dermatologic Disorder 175,Renal,High,"Disease: Primary Dermatologic Disorder 175
Description: Primary Dermatologic Disorder 175 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Neurological complications
Clinical Management: ",370
Secondary Dermatologic Disorder 176,Autoimmune,Critical,"Disease: Secondary Dermatologic Disorder 176
Description: Secondary Dermatologic Disorder 176 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Organ dysfunction
Clinical Management: ",361
Progressive Dermatologic Disorder 177,Infectious,Low,"Disease: Progressive Dermatologic Disorder 177
Description: Progressive Dermatologic Disorder 177 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Secondary infection
Clinical Management: ",356
Congenital Dermatologic Disorder 178,Cardiovascular,Moderate,"Disease: Congenital Dermatologic Disorder 178
Description: Congenital Dermatologic Disorder 178 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Inflammation complications
Clinical Management: ",381
Inflammatory Dermatologic Disorder 179,Neurology,High,"Disease: Inflammatory Dermatologic Disorder 179
Description: Inflammatory Dermatologic Disorder 179 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Metabolic imbalance
Clinical Management: ",375
Metabolic Dermatologic Disorder 180,Endocrine,Critical,"Disease: Metabolic Dermatologic Disorder 180
Description: Metabolic Dermatologic Disorder 180 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Neurological complications
Clinical Management: ",365
Acute Hematologic Disorder 181,Respiratory,Low,"Disease: Acute Hematologic Disorder 181
Description: Acute Hematologic Disorder 181 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Organ dysfunction
Clinical Management: ",346
Chronic Hematologic Disorder 182,GI,Moderate,"Disease: Chronic Hematologic Disorder 182
Description: Chronic Hematologic Disorder 182 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Secondary infection
Clinical Management: ",352
Autoimmune Hematologic Disorder 183,Renal,High,"Disease: Autoimmune Hematologic Disorder 183
Description: Autoimmune Hematologic Disorder 183 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Inflammation complications
Clinical Management: ",374
Idiopathic Hematologic Disorder 184,Autoimmune,Critical,"Disease: Idiopathic Hematologic Disorder 184
Description: Idiopathic Hematologic Disorder 184 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Metabolic imbalance
Clinical Management: ",363
Primary Hematologic Disorder 185,Infectious,Low,"Disease: Primary Hematologic Disorder 185
Description: Primary Hematologic Disorder 185 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Neurological complications
Clinical Management: ",353
Secondary Hematologic Disorder 186,Cardiovascular,Moderate,"Disease: Secondary Hematologic Disorder 186
Description: Secondary Hematologic Disorder 186 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Organ dysfunction
Clinical Management: ",368
Progressive Hematologic Disorder 187,Neurology,High,"Disease: Progressive Hematologic Disorder 187
Description: Progressive Hematologic Disorder 187 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Secondary infection
Clinical Management: ",371
Congenital Hematologic Disorder 188,Endocrine,Critical,"Disease: Congenital Hematologic Disorder 188
Description: Congenital Hematologic Disorder 188 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Inflammation complications
Clinical Management: ",365
Inflammatory Hematologic Disorder 189,Respiratory,Low,"Disease: Inflammatory Hematologic Disorder 189
Description: Inflammatory Hematologic Disorder 189 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Metabolic imbalance
Clinical Management: ",362
Metabolic Hematologic Disorder 190,GI,Moderate,"Disease: Metabolic Hematologic Disorder 190
Description: Metabolic Hematologic Disorder 190 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Neurological complications
Clinical Management: ",363
Acute Musculoskeletal Disorder 191,Renal,High,"Disease: Acute Musculoskeletal Disorder 191
Description: Acute Musculoskeletal Disorder 191 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Organ dysfunction
Clinical Management: ",363
Chronic Musculoskeletal Disorder 192,Autoimmune,Critical,"Disease: Chronic Musculoskeletal Disorder 192
Description: Chronic Musculoskeletal Disorder 192 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Secondary infection
Clinical Management: ",365
Autoimmune Musculoskeletal Disorder 193,Infectious,Low,"Disease: Autoimmune Musculoskeletal Disorder 193
Description: Autoimmune Musculoskeletal Disorder 193 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Inflammation complications
Clinical Management: ",367
Idiopathic Musculoskeletal Disorder 194,Cardiovascular,Moderate,"Disease: Idiopathic Musculoskeletal Disorder 194
Description: Idiopathic Musculoskeletal Disorder 194 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Metabolic imbalance
Clinical Management: ",380
Primary Musculoskeletal Disorder 195,Neurology,High,"Disease: Primary Musculoskeletal Disorder 195
Description: Primary Musculoskeletal Disorder 195 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Neurological complications
Clinical Management: ",378
Secondary Musculoskeletal Disorder 196,Endocrine,Critical,"Disease: Secondary Musculoskeletal Disorder 196
Description: Secondary Musculoskeletal Disorder 196 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Organ dysfunction
Clinical Management: ",362
Progressive Musculoskeletal Disorder 197,Respiratory,Low,"Disease: Progressive Musculoskeletal Disorder 197
Description: Progressive Musculoskeletal Disorder 197 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Secondary infection
Clinical Management: ",368
Congenital Musculoskeletal Disorder 198,GI,Moderate,"Disease: Congenital Musculoskeletal Disorder 198
Description: Congenital Musculoskeletal Disorder 198 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Inflammation complications
Clinical Management: ",373
Inflammatory Musculoskeletal Disorder 199,Renal,High,"Disease: Inflammatory Musculoskeletal Disorder 199
Description: Inflammatory Musculoskeletal Disorder 199 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Metabolic imbalance
Clinical Management: ",379
Metabolic Musculoskeletal Disorder 200,Autoimmune,Critical,"Disease: Metabolic Musculoskeletal Disorder 200
Description: Metabolic Musculoskeletal Disorder 200 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Neurological complications
Clinical Management: ",376
Acute Respiratory Disease 201,Infectious,Low,"Disease: Acute Respiratory Disease 201
Description: Acute Respiratory Disease 201 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Organ dysfunction
Clinical Management: ",338
Chronic Respiratory Disease 202,Cardiovascular,Moderate,"Disease: Chronic Respiratory Disease 202
Description: Chronic Respiratory Disease 202 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Secondary infection
Clinical Management: ",364
Autoimmune Respiratory Disease 203,Neurology,High,"Disease: Autoimmune Respiratory Disease 203
Description: Autoimmune Respiratory Disease 203 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Inflammation complications
Clinical Management: ",374
Idiopathic Respiratory Disease 204,Endocrine,Critical,"Disease: Idiopathic Respiratory Disease 204
Description: Idiopathic Respiratory Disease 204 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Metabolic imbalance
Clinical Management: ",356
Primary Respiratory Disease 205,Respiratory,Low,"Disease: Primary Respiratory Disease 205
Description: Primary Respiratory Disease 205 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Neurological complications
Clinical Management: ",357
Secondary Respiratory Disease 206,GI,Moderate,"Disease: Secondary Respiratory Disease 206
Description: Secondary Respiratory Disease 206 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Organ dysfunction
Clinical Management: ",352
Progressive Respiratory Disease 207,Renal,High,"Disease: Progressive Respiratory Disease 207
Description: Progressive Respiratory Disease 207 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Secondary infection
Clinical Management: ",367
Congenital Respiratory Disease 208,Autoimmune,Critical,"Disease: Congenital Respiratory Disease 208
Description: Congenital Respiratory Disease 208 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Inflammation complications
Clinical Management: ",368
Inflammatory Respiratory Disease 209,Infectious,Low,"Disease: Inflammatory Respiratory Disease 209
Description: Inflammatory Respiratory Disease 209 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Metabolic imbalance
Clinical Management: ",354
Metabolic Respiratory Disease 210,Cardiovascular,Moderate,"Disease: Metabolic Respiratory Disease 210
Description: Metabolic Respiratory Disease 210 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Neurological complications
Clinical Management: ",375
Acute Cardiac Disease 211,Neurology,High,"Disease: Acute Cardiac Disease 211
Description: Acute Cardiac Disease 211 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Organ dysfunction
Clinical Management: ",347
Chronic Cardiac Disease 212,Endocrine,Critical,"Disease: Chronic Cardiac Disease 212
Description: Chronic Cardiac Disease 212 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Secondary infection
Clinical Management: ",342
Autoimmune Cardiac Disease 213,Respiratory,Low,"Disease: Autoimmune Cardiac Disease 213
Description: Autoimmune Cardiac Disease 213 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Inflammation complications
Clinical Management: ",355
Idiopathic Cardiac Disease 214,GI,Moderate,"Disease: Idiopathic Cardiac Disease 214
Description: Idiopathic Cardiac Disease 214 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Metabolic imbalance
Clinical Management: ",348
Primary Cardiac Disease 215,Renal,High,"Disease: Primary Cardiac Disease 215
Description: Primary Cardiac Disease 215 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Neurological complications
Clinical Management: ",358
Secondary Cardiac Disease 216,Autoimmune,Critical,"Disease: Secondary Cardiac Disease 216
Description: Secondary Cardiac Disease 216 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Organ dysfunction
Clinical Management: ",349
Progressive Cardiac Disease 217,Infectious,Low,"Disease: Progressive Cardiac Disease 217
Description: Progressive Cardiac Disease 217 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Secondary infection
Clinical Management: ",344
Congenital Cardiac Disease 218,Cardiovascular,Moderate,"Disease: Congenital Cardiac Disease 218
Description: Congenital Cardiac Disease 218 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Inflammation complications
Clinical Management: ",369
Inflammatory Cardiac Disease 219,Neurology,High,"Disease: Inflammatory Cardiac Disease 219
Description: Inflammatory Cardiac Disease 219 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Metabolic imbalance
Clinical Management: ",363
Metabolic Cardiac Disease 220,Endocrine,Critical,"Disease: Metabolic Cardiac Disease 220
Description: Metabolic Cardiac Disease 220 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Neurological complications
Clinical Management: ",353
Acute Neurological Disease 221,Respiratory,Low,"Disease: Acute Neurological Disease 221
Description: Acute Neurological Disease 221 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Organ dysfunction
Clinical Management: ",346
Chronic Neurological Disease 222,GI,Moderate,"Disease: Chronic Neurological Disease 222
Description: Chronic Neurological Disease 222 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Secondary infection
Clinical Management: ",352
Autoimmune Neurological Disease 223,Renal,High,"Disease: Autoimmune Neurological Disease 223
Description: Autoimmune Neurological Disease 223 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Inflammation complications
Clinical Management: ",374
Idiopathic Neurological Disease 224,Autoimmune,Critical,"Disease: Idiopathic Neurological Disease 224
Description: Idiopathic Neurological Disease 224 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Metabolic imbalance
Clinical Management: ",363
Primary Neurological Disease 225,Infectious,Low,"Disease: Primary Neurological Disease 225
Description: Primary Neurological Disease 225 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Neurological complications
Clinical Management: ",353
Secondary Neurological Disease 226,Cardiovascular,Moderate,"Disease: Secondary Neurological Disease 226
Description: Secondary Neurological Disease 226 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Organ dysfunction
Clinical Management: ",368
Progressive Neurological Disease 227,Neurology,High,"Disease: Progressive Neurological Disease 227
Description: Progressive Neurological Disease 227 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Secondary infection
Clinical Management: ",371
Congenital Neurological Disease 228,Endocrine,Critical,"Disease: Congenital Neurological Disease 228
Description: Congenital Neurological Disease 228 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Inflammation complications
Clinical Management: ",365
Inflammatory Neurological Disease 229,Respiratory,Low,"Disease: Inflammatory Neurological Disease 229
Description: Inflammatory Neurological Disease 229 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Metabolic imbalance
Clinical Management: ",362
Metabolic Neurological Disease 230,GI,Moderate,"Disease: Metabolic Neurological Disease 230
Description: Metabolic Neurological Disease 230 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Neurological complications
Clinical Management: ",363
Acute Renal Disease 231,Renal,High,"Disease: Acute Renal Disease 231
Description: Acute Renal Disease 231 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Organ dysfunction
Clinical Management: ",341
Chronic Renal Disease 232,Autoimmune,Critical,"Disease: Chronic Renal Disease 232
Description: Chronic Renal Disease 232 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Secondary infection
Clinical Management: ",343
Autoimmune Renal Disease 233,Infectious,Low,"Disease: Autoimmune Renal Disease 233
Description: Autoimmune Renal Disease 233 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Inflammation complications
Clinical Management: ",345
Idiopathic Renal Disease 234,Cardiovascular,Moderate,"Disease: Idiopathic Renal Disease 234
Description: Idiopathic Renal Disease 234 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Metabolic imbalance
Clinical Management: ",358
Primary Renal Disease 235,Neurology,High,"Disease: Primary Renal Disease 235
Description: Primary Renal Disease 235 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Neurological complications
Clinical Management: ",356
Secondary Renal Disease 236,Endocrine,Critical,"Disease: Secondary Renal Disease 236
Description: Secondary Renal Disease 236 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Organ dysfunction
Clinical Management: ",340
Progressive Renal Disease 237,Respiratory,Low,"Disease: Progressive Renal Disease 237
Description: Progressive Renal Disease 237 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Secondary infection
Clinical Management: ",346
Congenital Renal Disease 238,GI,Moderate,"Disease: Congenital Renal Disease 238
Description: Congenital Renal Disease 238 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Inflammation complications
Clinical Management: ",351
Inflammatory Renal Disease 239,Renal,High,"Disease: Inflammatory Renal Disease 239
Description: Inflammatory Renal Disease 239 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Metabolic imbalance
Clinical Management: ",357
Metabolic Renal Disease 240,Autoimmune,Critical,"Disease: Metabolic Renal Disease 240
Description: Metabolic Renal Disease 240 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Neurological complications
Clinical Management: ",354
Acute Hepatic Disease 241,Infectious,Low,"Disease: Acute Hepatic Disease 241
Description: Acute Hepatic Disease 241 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Organ dysfunction
Clinical Management: ",330
Chronic Hepatic Disease 242,Cardiovascular,Moderate,"Disease: Chronic Hepatic Disease 242
Description: Chronic Hepatic Disease 242 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Secondary infection
Clinical Management: ",356
Autoimmune Hepatic Disease 243,Neurology,High,"Disease: Autoimmune Hepatic Disease 243
Description: Autoimmune Hepatic Disease 243 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Inflammation complications
Clinical Management: ",366
Idiopathic Hepatic Disease 244,Endocrine,Critical,"Disease: Idiopathic Hepatic Disease 244
Description: Idiopathic Hepatic Disease 244 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Metabolic imbalance
Clinical Management: ",348
Primary Hepatic Disease 245,Respiratory,Low,"Disease: Primary Hepatic Disease 245
Description: Primary Hepatic Disease 245 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Neurological complications
Clinical Management: ",349
Secondary Hepatic Disease 246,GI,Moderate,"Disease: Secondary Hepatic Disease 246
Description: Secondary Hepatic Disease 246 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Organ dysfunction
Clinical Management: ",344
Progressive Hepatic Disease 247,Renal,High,"Disease: Progressive Hepatic Disease 247
Description: Progressive Hepatic Disease 247 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Secondary infection
Clinical Management: ",359
Congenital Hepatic Disease 248,Autoimmune,Critical,"Disease: Congenital Hepatic Disease 248
Description: Congenital Hepatic Disease 248 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Inflammation complications
Clinical Management: ",360
Inflammatory Hepatic Disease 249,Infectious,Low,"Disease: Inflammatory Hepatic Disease 249
Description: Inflammatory Hepatic Disease 249 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Metabolic imbalance
Clinical Management: ",346
Metabolic Hepatic Disease 250,Cardiovascular,Moderate,"Disease: Metabolic Hepatic Disease 250
Description: Metabolic Hepatic Disease 250 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Neurological complications
Clinical Management: ",367
Acute Endocrine Disease 251,Neurology,High,"Disease: Acute Endocrine Disease 251
Description: Acute Endocrine Disease 251 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Organ dysfunction
Clinical Management: ",351
Chronic Endocrine Disease 252,Endocrine,Critical,"Disease: Chronic Endocrine Disease 252
Description: Chronic Endocrine Disease 252 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Secondary infection
Clinical Management: ",346
Autoimmune Endocrine Disease 253,Respiratory,Low,"Disease: Autoimmune Endocrine Disease 253
Description: Autoimmune Endocrine Disease 253 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Inflammation complications
Clinical Management: ",359
Idiopathic Endocrine Disease 254,GI,Moderate,"Disease: Idiopathic Endocrine Disease 254
Description: Idiopathic Endocrine Disease 254 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Metabolic imbalance
Clinical Management: ",352
Primary Endocrine Disease 255,Renal,High,"Disease: Primary Endocrine Disease 255
Description: Primary Endocrine Disease 255 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Neurological complications
Clinical Management: ",362
Secondary Endocrine Disease 256,Autoimmune,Critical,"Disease: Secondary Endocrine Disease 256
Description: Secondary Endocrine Disease 256 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Organ dysfunction
Clinical Management: ",353
