Drug,Disease,Dosage,Side_Effects,Contraindications,Drug_Category,General_Precaution,Administration_Route,Population_Group,Risk_Level,Disclaimer
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Seek clinician if persists,Inhalation,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Check allergies,Oral,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Check allergies,Oral,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Check allergies,Oral,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Check allergies,Oral,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Check allergies,Oral,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Check allergies,Oral,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Check allergies,Oral,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Check allergies,Oral,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Check allergies,Oral,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Check allergies,Oral,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Check allergies,Oral,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Check allergies,Oral,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Check allergies,Oral,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Check allergies,Oral,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Check allergies,Oral,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Check allergies,Oral,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Check allergies,Supportive,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Check allergies,Supportive,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Check allergies,Supportive,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Check allergies,Supportive,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Check allergies,Supportive,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Check allergies,Supportive,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Check allergies,Supportive,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Check allergies,Supportive,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Check allergies,Supportive,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Check allergies,Supportive,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Check allergies,Supportive,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Check allergies,Supportive,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Check allergies,Supportive,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Check allergies,Supportive,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Check allergies,Supportive,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Check allergies,Supportive,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Check allergies,Inhalation,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Check allergies,Inhalation,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Check allergies,Inhalation,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Check allergies,Inhalation,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Check allergies,Inhalation,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Check allergies,Inhalation,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Check allergies,Inhalation,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Check allergies,Inhalation,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Check allergies,Inhalation,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Check allergies,Inhalation,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Check allergies,Inhalation,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Check allergies,Inhalation,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Check allergies,Inhalation,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Check allergies,Inhalation,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Check allergies,Inhalation,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Check allergies,Inhalation,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Age-adjust dosing,Oral,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Age-adjust dosing,Oral,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Age-adjust dosing,Oral,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Age-adjust dosing,Oral,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Age-adjust dosing,Oral,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Age-adjust dosing,Oral,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Age-adjust dosing,Oral,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Age-adjust dosing,Oral,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Age-adjust dosing,Oral,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Age-adjust dosing,Oral,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Age-adjust dosing,Oral,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Age-adjust dosing,Oral,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Age-adjust dosing,Oral,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Age-adjust dosing,Oral,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Age-adjust dosing,Oral,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Age-adjust dosing,Oral,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Age-adjust dosing,Supportive,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Age-adjust dosing,Supportive,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Age-adjust dosing,Supportive,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Age-adjust dosing,Supportive,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Age-adjust dosing,Supportive,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Age-adjust dosing,Supportive,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Age-adjust dosing,Supportive,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Age-adjust dosing,Supportive,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Age-adjust dosing,Supportive,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Age-adjust dosing,Supportive,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Age-adjust dosing,Supportive,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Age-adjust dosing,Supportive,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Age-adjust dosing,Supportive,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Age-adjust dosing,Supportive,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Age-adjust dosing,Supportive,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Age-adjust dosing,Supportive,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Age-adjust dosing,Inhalation,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Age-adjust dosing,Inhalation,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Age-adjust dosing,Inhalation,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Age-adjust dosing,Inhalation,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Age-adjust dosing,Inhalation,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Age-adjust dosing,Inhalation,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Age-adjust dosing,Inhalation,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Age-adjust dosing,Inhalation,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Age-adjust dosing,Inhalation,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Age-adjust dosing,Inhalation,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Age-adjust dosing,Inhalation,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Age-adjust dosing,Inhalation,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Age-adjust dosing,Inhalation,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Age-adjust dosing,Inhalation,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Age-adjust dosing,Inhalation,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Age-adjust dosing,Inhalation,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Avoid duplicate therapy,Oral,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Avoid duplicate therapy,Oral,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Avoid duplicate therapy,Oral,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Avoid duplicate therapy,Oral,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Avoid duplicate therapy,Oral,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Avoid duplicate therapy,Oral,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Avoid duplicate therapy,Oral,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Avoid duplicate therapy,Oral,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Avoid duplicate therapy,Oral,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Avoid duplicate therapy,Oral,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Avoid duplicate therapy,Oral,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Avoid duplicate therapy,Oral,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Avoid duplicate therapy,Oral,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Avoid duplicate therapy,Oral,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Avoid duplicate therapy,Oral,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Avoid duplicate therapy,Oral,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Avoid duplicate therapy,Supportive,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Avoid duplicate therapy,Supportive,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Avoid duplicate therapy,Supportive,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Avoid duplicate therapy,Supportive,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Avoid duplicate therapy,Supportive,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Avoid duplicate therapy,Supportive,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Avoid duplicate therapy,Supportive,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Avoid duplicate therapy,Supportive,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Avoid duplicate therapy,Supportive,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Avoid duplicate therapy,Supportive,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Avoid duplicate therapy,Supportive,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Avoid duplicate therapy,Supportive,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Avoid duplicate therapy,Supportive,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Avoid duplicate therapy,Supportive,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Avoid duplicate therapy,Supportive,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Avoid duplicate therapy,Supportive,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Avoid duplicate therapy,Inhalation,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Avoid duplicate therapy,Inhalation,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Avoid duplicate therapy,Inhalation,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Avoid duplicate therapy,Inhalation,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Avoid duplicate therapy,Inhalation,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Avoid duplicate therapy,Inhalation,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Avoid duplicate therapy,Inhalation,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Avoid duplicate therapy,Inhalation,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Avoid duplicate therapy,Inhalation,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Avoid duplicate therapy,Inhalation,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Avoid duplicate therapy,Inhalation,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Avoid duplicate therapy,Inhalation,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Avoid duplicate therapy,Inhalation,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Avoid duplicate therapy,Inhalation,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Avoid duplicate therapy,Inhalation,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Avoid duplicate therapy,Inhalation,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Follow label directions,Oral,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Follow label directions,Oral,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Follow label directions,Oral,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Follow label directions,Oral,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Follow label directions,Oral,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Follow label directions,Oral,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Follow label directions,Oral,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Follow label directions,Oral,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Follow label directions,Oral,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Follow label directions,Oral,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Follow label directions,Oral,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Follow label directions,Oral,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Follow label directions,Oral,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Follow label directions,Oral,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Follow label directions,Oral,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Follow label directions,Oral,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Follow label directions,Supportive,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Follow label directions,Supportive,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Follow label directions,Supportive,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Follow label directions,Supportive,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Follow label directions,Supportive,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Follow label directions,Supportive,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Follow label directions,Supportive,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Follow label directions,Supportive,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Follow label directions,Supportive,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Follow label directions,Supportive,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Follow label directions,Supportive,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Follow label directions,Supportive,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Follow label directions,Supportive,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Follow label directions,Supportive,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Follow label directions,Supportive,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Follow label directions,Supportive,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Follow label directions,Inhalation,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Follow label directions,Inhalation,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Follow label directions,Inhalation,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult,Follow label directions,Inhalation,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Follow label directions,Inhalation,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Follow label directions,Inhalation,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Follow label directions,Inhalation,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Pediatric,Follow label directions,Inhalation,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Follow label directions,Inhalation,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Follow label directions,Inhalation,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Follow label directions,Inhalation,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,General,Follow label directions,Inhalation,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Follow label directions,Inhalation,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Follow label directions,Inhalation,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Follow label directions,Inhalation,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Antihistamine,Adult/Pediatric,Follow label directions,Inhalation,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Supplement,Adult,Take after food,Oral,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Supplement,Adult,Take after food,Oral,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Supplement,Adult,Take after food,Oral,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Supplement,Adult,Take after food,Oral,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Supplement,Pediatric,Take after food,Oral,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Supplement,Pediatric,Take after food,Oral,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Supplement,Pediatric,Take after food,Oral,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Supplement,Pediatric,Take after food,Oral,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Supplement,General,Take after food,Oral,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Supplement,General,Take after food,Oral,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Supplement,General,Take after food,Oral,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Supplement,General,Take after food,Oral,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Supplement,Adult/Pediatric,Take after food,Oral,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Supplement,Adult/Pediatric,Take after food,Oral,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Supplement,Adult/Pediatric,Take after food,Oral,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Supplement,Adult/Pediatric,Take after food,Oral,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Supplement,Adult,Take after food,Supportive,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Supplement,Adult,Take after food,Supportive,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Supplement,Adult,Take after food,Supportive,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Supplement,Adult,Take after food,Supportive,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Supplement,Pediatric,Take after food,Supportive,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Supplement,Pediatric,Take after food,Supportive,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Supplement,Pediatric,Take after food,Supportive,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Supplement,Pediatric,Take after food,Supportive,Moderate,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Supplement,General,Take after food,Supportive,Low,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Supplement,General,Take after food,Supportive,Low,Non-prescriptive use
Paracetamol,Fever,250mg,Nausea,Liver issues,Supplement,General,Take after food,Supportive,Moderate,Informational only
Paracetamol,Fever,250mg,Nausea,Liver issues,Supplement,General,Take after food,Supportive,Moderate,Non-prescriptive use
